source_file,paragraph_index,raw_text,status,notes
Francais_3.docx,6,"Il faut dire que ces produits de la modernité n’étaient pas connus dans ces temps-là chez nous. A bwô netshob mbe, num tshen ngelañ nà bag na’ ke to’ yen tshen tshu nswe là la’ bag.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,7,"Les gens de ce village n’allaient jamais dans la forêt, à cause des lions. Mba ngwayit na’ mbe ntùm mfèn nà, Benntùn yen tañla’ là na’ ke be nèn mà bwe.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,8,"On raconte même que, quand les lions rugissaient dans la forêt, les portes des maisons claquaient, les canaris et les marmites se renversaient et tous les gens se terraient dans leur maison. Bo tshwèt mbèn ntshob mbe, ngelañ ba ngwayit na’ nke nkua’ ntùm mfèn nà, ba nzendà nke nga’de mbèn nke ndôge, ba ntu’ boa ba mba nke ngwùde nsi, mba zit mèn no lem wul i ndà i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,9,"Un beau matin, donc, le jeune citadin qui s’appelait Demba débarqua dans le village de ses ancêtres et fait vite connaissance avec tout le monde, et surtout avec Fatou, une belle jeune fille qui était une de ses cousines lointaines. Ta’ bam nkebnjù, yen nguan nshum nà z’a nke ntswe tùsô là lén se Demba se’ ntùm ntañla’ tà tse. A to’de nekut kushun bo njoñ benntùn fa, njôg mbe bo Fatou, ta’ mo’ mbwô ngon. A na’ mb’a mèn mo’ mvèt tàb ke mab lo.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,10,"Les fiançailles ne durèrent pas longtemps, car ils décidèrent de se marier. Après quelques jours de noces, Demba retourna en ville. Bo tede ke tswe, ndo’ mfi’ nenandà. Bo nyiañ nandà men lé’ a mi, Demba bèn tùsô.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,11,"Une année plus tard, il décida de retourner au village pour s’y installer définitivement avec Fatou et leur enfant. Tamngu’ tôg, a lo’ mfi’ nebèn mbèn ntùm ntañla’ tà tse tswe bwe yoñ ntshù’ bo Fatou ngù mèn yub.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,12,"Pour marquer sa venue et montrer sa bravoure, il proposa à sa femme une promenade dans la forêt. Cette dernière, surprise, lui dit : Num nela’de mbe a se’e mbèn nda’de ze tànntù, a tshob nzwi i mbe bo nèn katte ntùm mfèn. Nzwi i tshàm, ntshob yi ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,13,"- Mais tu es fou, tu veux que les lions nous dévorent tous les deux ! O b’a mbàbun ké? O tshwèt ndiag mbe ba ngwayit fèt yag ben bàa ké?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,14,"- Tu vas voir que moi je suis un homme, je ne suis pas comme les poltrons de chez vous. Oa’ yen mbe me b’a ta’ mandum, me ke’ b’a mba ba mbwôgtùn tse bo be la’ bin nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,15,Suis-moi et amène avec toi notre fils ! dit Demba. Demba tshob ndù: lo’ mèn ntam njam àm!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,16,"La mort dans l’âme, Fatou obéit à son époux. Ke kô nkô, Fatou ju’ ntshu ndu i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,17,"Arrivé à l’orée de la forêt, soudain, un chacal sortit d’une touffe d’herbes et fla devant eux. Demba se mit à crier : Bo kum mba bo tu ntùm mfèn nà, bo be tshù ta’ mbù tshwèt tum ntùm nena ñwag mbwe bo. Demba tô ntshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,18,"- Ah, ah tu vois, les lions, quand ils me voient, ils détalent. Ah ah o yen ké? Ngelañ ba ngwayit num njen àm nà bo kù ke lôde njam.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,19,"- Mais ce n’est pas un lion, dit Fatou. Fatou tshob ndù : a ke’ b’a ngwayit là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,20,- C’est quoi ? demanda Demba. Demba bètt’é ndù : k’a b’a ke?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,21,"- C’est un chacal, répondit Fatou. Fatou tshob ndù : a b’a ta’ mbù tshwèt",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,22,"- Qu’importe, dit Demba, tu vas voir ! Demba tshob ndù : a be mba ke lo, oa’ yene!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,23,"Quelques moments après, ce fut au tour d’une hyène de détaler devant eux. Demba sauta et dit: Men ngelañ be tôge, ta’ mbù kù ntôg mbwe bo. Demba bwôg, a tshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,24,"- Ce n’est pas un chacal ! C’est un lion, il est plus grand ! A ke’ b’a mbù tshwèt! a b’a ta’ ngwayit, a gwu’ ntshùa zemo’!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,25,"- Doucement, dit Fatou, ce n’est qu’une hyène. Biag wul o, a b’a nda’ ta’ mbù.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,26,"Après avoir longuement marché sans voir de lion, Demba proposa à sa femme de se reposer à l’ombre d’un acacia. Bo zin ngelañ yàm ke yen ta’ ngwayit, là Demba tshob nzwi i mbe bo tswe tun tù acacia mfide.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,27,"Fatou aménagea de la place sur le sol pour son enfant qui commençait à dormir. Elle se coucha derrière l’enfant et Demba fatigué ft de même. Fatou nabte dù’ num tsha’ num nenô mèn i z’a na’ yà nke nzi là. A nô ze njam mèn, mba Demba nô ze ndù a yà bole.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,28,"La brise et la fraîcheur de l'ombre aidant, ils s’endormirent tous. Dù’ nefide bo netshañ tù bo nô tun bwe là ywimde yube, njoñ yub fa zi",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,29,"Pendant ce temps, un lion arriva et s’installa sous un arbre à quelques pas d’eux. Yen ngelañ nà, ta’ ngwayit se’ ntswe tun ta’ tù mbañ bo.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,30,Le bébé se réveilla le premier. Mèn be mbwe mén nebam num miaglo.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,31,"Il vit l’animal, à quatre pattes s’approcha de lui et commença à jouer avec sa queue. Fatou à son tour se réveilla et aperçut son enfant en train de jouer avec le lion ! A ye nyàm, nzin nku kua nkù’de mbañ i, nto’de neghù sa bo kun i. Fatou bam ze num miaglo, njen mèn nke ngù sa bo ngwayit!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,32,Elle réveilla son mari et lui dit : A bam ndu i num miaglo ntshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,33,"- Notre enfant est en danger, il joue avec le lion. Yôg mèn yag b’a ntùm nge’, a tshwèt ngù sa bo ngwayit.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,34,"Demba se redressa, fixa l’animal et dit : Demba bwù’ wul i, ndôde nyàm, ntshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,35,- C’est ça un lion ? A b’a ngwayit li ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,36,"- C’est ça même, répondit Fatou. Fatou bùnde ndù, a b’a kua’ yi.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,37,Aussitôt Demba commença à retrousser le bas de son pantalon. Fatou lui demanda alors : Be ndùse Demba ko’ nku trôsi se. Fatou bètt’é ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,38,- Tu vas sauter sur lui ? Oa’ gwù num i ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,39,"Demba fait non de la tête et retroussa les manches de sa chemise. Demba nyi’de tu i mbe nga, nko’ mbu tu nzwe i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,40,"- Tu vas le frapper avec un bâton ? demanda à nouveau Fatou. Fatou bèn mbètte mbe, oa’ lab i bo kôg ké?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,41,"Il fait non de la tête et dit à Fatou : A nyi’de tu i mbe nga, ntshob Fatou ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,42,- Donne-moi la main. Fà bu o me.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,43,- Tu vas fuir ? questionna Fatou Fatou bètt’é ndù : oa’ kù ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,44,"- Oui, s’il plaît à Dieu, répondit Demba. Demba bùnde ndù : ñ, a be z’a b’a ze nekô Nsi là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,45,- Et notre fils alors ? dit Fatou en pleurant. Fatou kua’ ntshob yi ndù : ke nshum yag o?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,46,"- On en fera un autre, cria Demba qui avait déjà commencé à courir. Demba to’de nekù nde, a tô mbùnde ndù : bag wù a’ bwe mo’o",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,47,"Heureusement pour le bébé, ce n’était pas un lion mais une lionne, qui lui avait même donné un peu de son lait. Ju netsiañde b’a mbe, a na’ ke b’a ta’ ngwayit ze mandum là ze mènnzwi, a fa mba bùn mèn.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,48,Mon conte est fini ; celui qui respire le premier ira au paradis. Yàm tshô mii; mbwe mèn z’a zwiag là a’ nèn paradis.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,49,"Le sixième petit matin de la création, Papa Bondieu, accoudé au balcon du ciel, considérerait avec une certaine satisfaction les étoiles, innombrables loupiotes qui s'éteignent au lever du",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,50,"jour. Bam nkebnjù lé’ ntôg mba bo nabte njoñ tshu fa là, baba Bondieu tswe mve kamànyam, ndôde njen nsa ntshu’ nsthu’ mba bo tshwèt nké’é, njù be làn bo biag, tsiañde dun ntù i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,51,"Papa Bondieu trouvait que tout cela était bon. Il baissa les yeux et admira les océans, les fleuves, les lacs qui regorgent de bêtes à écailles, de dauphins et autres mammifères colossaux et microscopiques. Baba Bondieu lôde njoñ tshen tshu là fa njen mbe a bwô. A ben tu i nsi, ndôde dibantse, ta’ntse boa mfube ndù à dun ba nyàm tse bo ghù nga’ là, boa ba mà ndô ngontse ndùb mba tse meto’.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,52,"Il admira de même, la terre toute égaillée de bêtes à cornes, de bêtes à poils gigantesques et minuscules. Il s'émerveilla de voir, dans les airs, quantité de bêtes à plumes de tout poil. A lôde tsha’ njen mba à bwô là boa nyàm bo ghù ndô là, mba tse bo ghù nyañnyañ à yàm nà, mba tse bo ghù a nda’ meju i là. A tshàm neyen mba kamànyam dun nyàm tse bo ghù mfe nzenze là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,53,Papa Bondieu trouvait que tout cela était bon. Baba Bondieu lôde njen mbe njoñ i fa bwô.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,54,"Il décida alors de créer l'humanité. Il prit de l'argile et ft trois boules, deux petites pour deux têtes et une grosse pour un ventre. Avec un long boudin, il ft quatre bras et quatre jambes. Il rassembla le tout auquel il donna deux sexes, comme pour la vanille, et il posa cette créature androgyne sur le sol. A lo’ mfi nenabte mènntùn nyiañtu. A lo’ tsha’ mbode nze tat, a lo’ bàa nabte tu bàa yi mbèn ndo’ ta’ i nabte bam se yi. A lo’ ta’ bote ju z’a sag là, nabte mbu yi kuà, mbèn nabte nku yi kuà. A tse’de njoñ i fa, a tum mènnzwi bo mandum a yab yub num nsitsha’.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,55,"L'humanité fraîchement créée se mit à rouler à grand fracas, s'appuyant tantôt sur les mains tantôt sur les pieds. Papa Bondieu arrivait à supporter ce vacarme car il avait une grande capacité de concentration, mais la vitesse avec laquelle la créature androgyne se reproduisait le laissait pantois. Il était à craindre qu'au rythme où ça allait, il n'y aurait, d'ici peu, plus de place pour tout ce monde sur terre. Mènntùn nyiañtu bo yôg nebom nà to’de nezin bam bame, ke num mbu mi ke num nku mi lo. Papa Bondieu fènnde yen tshu’de là nummbe a na’ ku’ni nete nkwade mi num ta’ ju ke lôde bag bag. Nda’ndù, mat nzwit mènntùn nyiañtu na’ nke ndo’ ndun nsitsha’ yi là ghù a tshàm. A na’ nke mbwôg mbe nzwit mènntùn nyiañtu nke nkwi’de à ndùlala mba me nda’nda’ dù’ ke bèn mbe num nsitsha’.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,56,"Papa Bondieu ne fit ni une ni deux : il dégaina sa machette et..... raaaa, coupa son œuvre en deux moitiés. Baba Bondieu ke bi ngelañ : a sô ñwi bà mi nkeb ju z’a na’ nabte là ngabte nze bàa.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,57,"Pour la première fois, l'humanité divisée en mâle et femelle se retrouva debout sur ses pieds, et se mit aussitôt à courir, courir, courir. Où va-t-elle et, grand dieu, que cherche-t- elle ? Num mbwe yoñ i, mènntùn nyiañtu ze bo ghabte mènnzwi bo mandum nà tsin tù num nku mi, nto’de nekù nde njoñ dù’ fa. A nèn à ya, nsi ndùb, a diag à ke?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,58,"Chacun cherche la moitié qu'on lui a enlevée. Beaucoup la cherchent encore. Il y a tant de monde sur terre que ce n'est pas chose facile de tomber sur la bonne moitié. Mba wù lo tshwèt ndiag mo’ fag i ze bo lo’ là. Mbwoñ yub tshwèt mbèn nke ndiage. Mba benntùn yàm num nsitsha’ là, a ke’ fiag nefon kua’ bag wul o ze ntun nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,59,"Quand on se trompe, c'est la déveine, mais quand on la trouve, c'est le bonheur. O fàn manze mboa’ yen nge’, nda’ndù o fon kua’ bag wul o ze ntùn, mba oa’ dun tsiañde.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,60,Comme le dit le proverbe : Ndañndañ mba tànkùt tshwèt ntshob là :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,61,"Papabondieu est le premier, Baba Bondieu b’a mbwe i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,62,"L'homme le deuxième, mènntùn nyiañtu be mbatte i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,63,Et le Lion le dernier. Ngwayit be miagde,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,64,"Un jour, Tigre croise l'Homme à la rivière et lui demande s'il croit que le proverbe dit la vérité. A na’ mbe ta’ lé’, busi tshwèt bumde mènntùn nyiañtu mà ta’ntse, a bètt’é a be z’a kwade mbe tànkùt tshwèt ntshob à nenùn nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,65,"- Permets-moi de grimper sur ce cocotier pour réfléchir et te répondre. Tsin me ko’ num tù mba li, kà nsiañde mba me bùnde wù là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,66,"Lorsqu'il se retrouve très, très haut, sur la cime de l'arbre, l'homme crie à Tigre : Ngelañ z’a ko’ kà nkum ta mve tù là, mènntùn nyiañtu tô mbùnde busi tshwèt ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,67,- Le proverbe dit la vérité : Tànkùt tshwèt ntshob à nenùne :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,68,"Papabondieu est le premier, Baba Bondieu b’a mbwe i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,69,"L'homme le deuxième, mènntùn nyiañtu be mbatte i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,70,Et le Tigre le dernier. Busi tshwèt be miagde i,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,71,"Tigre grogne, rugit et siffle longuement pour rameuter ses frères qui accourent aussitôt en rangs serrés. Busi tshwèt kua’, ntô ngelañ yàm num netsiañ fèt tse. Bo kù nde ntsin nka.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,72,- L'homme qui est dans ce cocotier prétend que : mènntùn nyiañtu z’a be num tu mba li là tshwèt ntshob mbe :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,73,"Papabondieu est le premier, Baba Bondieu b’a mbwe i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,74,"L'homme le deuxième, mènntùn nyiañtu be mbatte i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,75,Et le Tigre le dernier. Busi tshwèt be miagde i,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,76,"- Mensonge, rétorquent les Tigres qui ceinturent l'arbre, lui labourent le tronc avec leurs griffes, le secouent sans pour autant arriver à y grimper. Ba busi tswhèt tse bo bum tù mba ndiañ là bùnde mbe a b’a tatte. Bo lo’ nkib mub nkua num ntù, nyi’de tù nda’ndù bo ke ku’ni neko’o.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,77,"Du haut du cocotier, l'homme regarde la scène avec un sourire narquois. Mènntùn nyiañtu tswe num tù, ndôde mba bo nke ngù là nzwi yube.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,78,"- Nous ferons la courte échelle, s'écrie Tigre, et avec nos corps nous élèverons une tour assez haute pour que le dernier d'entre nous puisse faire tomber l'homme de son perchoir. Tigre ne sera jamais le dernier! Ta’ busi tshwèt tô ntshob ndù : bag a’ nabte tùko’, nabte ta’ nesà ba’ boa wut yag, mba wù lo ko’ num mvèl i kà miagde mèn z’a ko’ là tèn mènntùn nyiañtu num dù’ z’a ghet là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,79,Et c'est ce que les tigres frent avec entrain et détermination. Les vieux et les moins vieux,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,80,"consolidèrent la base, les adultes et les jeunes grimpèrent au sommet de l'échelle.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,81,"C'est alors que l'homme, perché sur la cime qu'avait atteint le plus jeune des tigres, se",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,82,"pencha et lui glissa à l'oreille, assez fort pour qu'on l'entende : Bo fiag wut, ba busi tswhèt ghù ndañndañ mba bo nabte là. Tse bo ywèn nà tswe mà tun, tse ngu’njù sub na’ ntènde là boa ghuan benntùn ko’ num tùko’ kà kum ta mve tù. Tù’nyam njoñ tshen busi tshwèt là fa ko’ kà kum dù’ mènntùn nyiañtu be là. A ben wul i, ntshob yi bo neta nze mba njoñ yub fa wù ju’ i mebwô là ndù:",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,83,"- Si tu bouges d'une semelle, je te coupe la tête avec mon couteau. O na’ nyi’de mba nda’ metsili, mba m’a’ keb tu o bo bi sam.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,84,"En entendant la menace faite à son petit, la mère du jeune tigre qui se trouvait au milieu",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,85,"de la tour, rugit de terreur. Mà yen busi tshwèt là tswe netèt nesà ba’ bo nabte bo wut yub là, nju’ mba bo tshwèt mfa’de mèn i là, a tô ndù",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,86,- Yooowwwwwwwwwwwwwwwww ! Yooowwwwwwwwwwwwwwwww !,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,87,Les tigres sursautèrent et déséquilibrèrent la tour qui s'écroula ; ils tombèrent et prirent la,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,88,"poudre d'escampette. Ba busi tshwèt bwôg, nesà ba’ bo na’ nabte boa wut yub là vù nsi, mba wù lo kù ke lôde njam.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,89,"Quand ils eurent tous disparu, l'homme debout au pied du cocotier déclara : Ngelañ njoñ ba busi fa kù là, mènntùn nyiañtu tsin tù num tù mba ntshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,90,- Et Toc ! Comme le dit la parole : Mba tànkùt tshob là :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,91,Papabondieu est le premier Baba Bondieu b’a mbwe i,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,92,L'homme le deuxième mènntùn nyiañtu be mbatte i,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,93,Et le Tigre le dernier... Busi tshwèt be miagde i…,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
