story_segment_id,story_key,order_index,en_text,fr_text,med_text,source_file,source_sheet,source_row,status,notes
ss_00078,creation_and_proverb,78,,"Et c'est ce que les tigres frent avec entrain et détermination. Les vieux et les moins vieux consolidèrent la base, les adultes et les jeunes grimpèrent au sommet de l'échelle. C'est alors que l'homme, perché sur la cime qu'avait atteint le plus jeune des tigres, se pencha et lui glissa à l'oreille, assez fort pour qu'on l'entende :","Bo fiag wut, ba busi tswhèt ghù ndañndañ mba bo nabte là. Tse bo ywèn nà tswe mà tun, tse ngu’njù sub na’ ntènde là boa ghuan benntùn ko’ num tùko’ kà kum ta mve tù. Tù’nyam njoñ tshen busi tshwèt là fa ko’ kà kum dù’ mènntùn nyiañtu be là. A ben wul i, ntshob yi bo neta nze mba njoñ yub fa wù ju’ i mebwô là ndù:",frabcaise_3.xlsx,Sheet1,79,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00079,creation_and_proverb,79,,"- Si tu bouges d'une semelle, je te coupe la tête avec mon couteau.","O na’ nyi’de mba nda’ metsili, mba m’a’ keb tu o bo bi sam.",frabcaise_3.xlsx,Sheet1,80,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00080,creation_and_proverb,80,,"En entendant la menace faite à son petit, la mère du jeune tigre qui se trouvait au milieu de la tour, rugit de terreur.","Mà yen busi tshwèt là tswe netèt nesà ba’ bo nabte bo wut yub là, nju’ mba bo tshwèt mfa’de mèn i là, a tô ndù",frabcaise_3.xlsx,Sheet1,81,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00081,creation_and_proverb,81,,- Yooowwwwwwwwwwwwwwwww !,Yooowwwwwwwwwwwwwwwww !,frabcaise_3.xlsx,Sheet1,82,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00082,creation_and_proverb,82,,Les tigres sursautèrent et déséquilibrèrent la tour qui s'écroula ; ils tombèrent et prirent la poudre d'escampette.,"Ba busi tshwèt bwôg, nesà ba’ bo na’ nabte boa wut yub là vù nsi, mba wù lo kù ke lôde njam.",frabcaise_3.xlsx,Sheet1,83,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00083,creation_and_proverb,83,,"Quand ils eurent tous disparu, l'homme debout au pied du cocotier déclara :","Ngelañ njoñ ba busi fa kù là, mènntùn nyiañtu tsin tù num tù mba ntshob ndù :",frabcaise_3.xlsx,Sheet1,84,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00084,creation_and_proverb,84,,- Et Toc ! Comme le dit la parole :,Mba tànkùt tshob là :,frabcaise_3.xlsx,Sheet1,85,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00085,creation_and_proverb,85,,Papabondieu est le premier,Baba Bondieu b’a mbwe i,frabcaise_3.xlsx,Sheet1,86,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00086,creation_and_proverb,86,,L'homme le deuxième,Mènntùn nyiañtu be mbatte i,frabcaise_3.xlsx,Sheet1,87,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00087,creation_and_proverb,87,,Et le Tigre le dernier...,Busi tshwèt be miagde i…,frabcaise_3.xlsx,Sheet1,88,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00088,anta_and_mamadou,1,,"Un jeune homme du nom de Mamadou, qui voulait apprendre à lire et à écrire, partit un jour à la recherche d'une école. Il quitta sa province pour se rendre dans la région du Kayor, au Sénégal.",Ta’ nguan nshum lén se Mamadou z’a na’ nke kô nezi’de nesiañ mba neki ju là nèn diag ta’ dù’ ñwa’ni. A fañ ze tañla’ nèn tùsô Kayor mà Sénégal.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00089,anta_and_mamadou,2,,"Là vivait un savant qui enseignait aux enfants. Mamadou resta auprès de son maître aussi longtemps que nécessaire. Quand il sut lire et écrire parfaitement, il décida de rentrer chez lui.","Ta’ ngazenu z’a na’ nke ntswide bwônke’ là na’ nke ntswe mà bwe. Mamadou tswe mbañ ze ngatswide ju njoñ ngelañ z’a na’ mbètte là. Ngelan a zi’de neki mba nesiañ ju kua’ mebwô là, a lo’ mfi’ nebèn la’ i.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00090,anta_and_mamadou,3,,"Le jour de son départ, un camarade de classe, qui appartenait à l'espèce des génies, lui dit : Nous sommes amis. Puisque tu t'en retournes chez toi, je vais te charger d'un message pour mes parents et je te transporterai dans ton village à la vitesse de l'éclair.","Lé’ z’a na’ nke mbèn nà, ta’ nshun ñwa’ni z’a na’ mb’a ta’ ziag là, tshob yi ndù : Bag wù b’a nshune. Mb’o tshwèt mbèn la’ o là, m’a’ tshag ta’ nkùn tà tshàm, ndañndañ mba beba’mbañ num nso nde là, m’a’ mbèn kel o nte la’ o.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00091,anta_and_mamadou,4,,"Tu ne sais pas qui je suis, mais moi je te connais bien, car nous sommes nés au même endroit.","O ke’ lèn mèn ze me be yi là, nda’ndù me lèn o kua’ mebwô nummbe bo bwe yag à dù’ ntshù’.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00092,anta_and_mamadou,5,,"Nous autres, les génies, nous vous reconnaissons très bien mais vous, les humains, vous ne pouvez pas nous apercevoir. Quand tu seras chez toi, mets à ton doigt cette bague d'argent, et tu pourras voir les génies et leurs villages.","Bag, ba ziag, bag num njen zin ndèn zin kua’ mebwô, nda’ndù bin, benntùn nyiañtu, be bin ke yen yag ndène. Ngelañ z’o kum la’ o là, so yen kwa li bu o ndùlà, oa’ yen ba ziag boa tañla’ tshob.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00093,anta_and_mamadou,6,,"Si tu l'ôtes ou si tu la perds, tout disparaîtra de nouveau. Le génie demanda ensuite à Mamadou de s'asseoir sur son tapis et de fermer les yeux. À peine Mamadou avait-il obéi qu'il se retrouva, comme par magie, dans son village.","O sô kwa là ke a bi lo, mba njoñ tshu fa a’ mbèn mbi. Ziag mbèn tshob Mamadou mb’a tswe nsi num mata, mem miag mi. Mamadou be tshù ndù a ya kum ntùm ntañla’ se.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00094,anta_and_mamadou,7,,"Le lendemain matin, Mamadou passa la bague à son doigt. Il aperçut alors tous les génies et leurs villages. Il alla rendre visite à la famille de son camarade.","Njù be làn, Mamadou so kwa bu i. A yen njoñ ba ziag fa boa ntañla’ tshob. A nèn ndôde tunndà nshun i.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00095,anta_and_mamadou,8,,"Le génie, votre parent, vous envoie le bonjour, leur dit-il. Et où est-il, notre cher enfant ? lui demanda-t-on.","A tshob bo ndù : ziag, zin mèn, tsha’de zine. Bo bètt’é ndù: mèn yag ze tanjoñ b’a yà?",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00096,anta_and_mamadou,9,,"Je l'ai laissé dans un village du Kayor. Il continue de fréquenter l'école. Ah, s'écrièrent les parents, notre brave petit se conduit bien!",Me fañ i ntùm ta’ tañla’ lén se Kayor. A tshwèt nèn mbwe bo ñwa’ni mà bwe. Bo tô ntshob ndù: zebe mèn b’a ta’ mbwô mèn.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00097,anta_and_mamadou,10,,"Et toi, Mamadou, il faut que tu t'en retournes chez toi, mais, chaque fois que tu auras du temps libre, ne manque pas de venir nous voir.","Wù, Mamadou, a bwô ndù o bèn la’ o, nda’ndù, njoñ ngelañ fa z’o tswe ke ghù ju là, se’ ndôde yag.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00098,anta_and_mamadou,11,,"Mamadou s'en retourna chez ses parents, mais, chaque fois qu'il en avait l'occasion, il rendait de longues visites aux génies. C'est qu'il avait vu la sœur de son camarade, Anta, une jolie demoiselle, et qu'il désirait l'épouser.","Mamadou bèn la’ tà tse, là, njoñ ngelañ fa z’a na’ nku’ni là, a nke nèn lôde ba ziag, ntswe bwe ngelañ yàme. A b’a mbe a na’ yen mvèt nshun i ze mènnzwi, lén se Anta, ta’ ngon ndù a bwô, a nke nkô nenandà bo yi.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00099,anta_and_mamadou,12,,"Lorsqu'il lui fit sa déclaration, Anta répondit : « Je ne demande pas mieux ! Pourtant, j'hésite à me marier avec un être humain… Vous êtes si coléreux! Et si bavards ! Et vous mentez si facilement ! Chez nous, il n'en va pas de même : jamais un génie ne s'emporte, jamais il ne trahit un secret ; il ne parle que pour dire la vérité. »","Ngelañ z’a bètte Anta nandà là, Anta bùnde ntshob ndù : « A’ bwô àm ! nda’ndù, me tshwèt mbèn nsiañde nu num nenandà bo ta’ mènntùn nyiañtu… bin num nja ntù nde ! ntshobte neshu ! mbèn nke ntatte yàme ! A ke’ be tôg à ndùlà la’ bag : ta’ ziag ke’ be ya ntù, a ke’ be soñ ju ze bo tshob ntùm tsham nà; a nke ntshob à nda’ nenùne. »",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00100,anta_and_mamadou,13,,Mamadou protesta :,,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00101,anta_and_mamadou,14,,"Quand nous serons mariés, tu verras que, moi non plus, je ne m'emporte pas et que jamais je ne mens !",,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00102,anta_and_mamadou,15,,"— S'il en est ainsi, le mariage est conclu ! Je t'accepte pour mari. Mais je te défends de révéler à quiconque que tu as épousé une femme de l'espèce des génies !",Mamadou bùnde ntshob ndù :,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00103,anta_and_mamadou,16,,"Ngelañ ze bag wù na ndà là, oa’ yen mbe, mba me, me ke’ be ya ntù, me ke’ be tatte.",,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00104,anta_and_mamadou,17,,"— A be ndùlala, mba be bag wù na ndà! Me bam nebe nzwi o. nda’ndù, kà nzi soñ mènntùn, a be mba wù lo ndù o na ndà bo ta’ mènnzwi ziag.",,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00105,anta_and_mamadou,18,,— C'est entendu ! promit Mamadou.,Me ju’ ! Mamadou bù zwi i.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00106,anta_and_mamadou,19,,"— Eh bien, déclara Anta, nous pouvons célébrer notre mariage.",Anta tshob ndù : be bag wù na ndà,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00107,anta_and_mamadou,20,,"Depuis, Anta et Mamadou vivaient heureux.","Fe yen ngelañ nà, Anta bo Mamadou tswe ntùm ntsiañde",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00108,anta_and_mamadou,21,,"Mais un jour qu'Anta avait quitté à l'aube le village pour se rendre dans sa famille, Mamadou se réveilla pour constater que, pendant la nuit, son grenier de mil avait pris feu, son pur-sang était mort, et son puissant taureau était tombé au fond du puits.","Là, ta’ bam nkebnjù ndù njù ke’ yoñ ndàn, Anta lo nèn lôde ze tunndà. Mamadou bam num miaglo njen mbe, a be tèttswe’, kàndà ngefet se lo’ mbwôge, ze nyàmdiañ kwù, mba ze nyàmna’ gwù ntùm tôntse.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00109,anta_and_mamadou,22,,"Mamadou, et toute sa famille avec lui, était désespéré. Anta revint en fin de journée. En s'approchant de la case de son mari, elle entendit la mère de celui-ci se lamenter :","Mamadou bo njoñ ze tunndà fa, ju’ kebwô. A be mvetnjù, Anta bèn. A be ghebte mbañ ba’ ndu i, nju’ màab nke nkua’a:",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00110,anta_and_mamadou,23,,"""En un seul jour, voilà ton grenier de mil dévoré par les flammes ! Ton cheval de race meurt ! Puis c'est ton grand taureau – un taureau de cinq ans ! – qui périt aussi!","""Num nda’ ta’ lé’, kàndà ngefet so lo’ mbwôge! Mbwô nyàmdiañ so kwù ! mba nyàmna’ so – Ta’ nyàmna’ z’a ghù ngu’njù tàn nà ! – kwù !",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00111,anta_and_mamadou,24,,Cette maison va être ruinée dans peu de temps ! Cela devait arriver ! C'est la conséquence de ton mariage avec une femme de l'espèce des génies !”,A tù’ à metsit ngelañ la’ li gwù nsi ! A lo mbe ndù à tum à ndùlala ! A ywit ju mb’o na ndà bo ta’ mènnzwi ziag là.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00112,anta_and_mamadou,25,,"À ces paroles, Anta décida de retourner dans sa famille. Mais avant de disparaître, elle suivit Mamadou jusqu'aux champs et, lorsqu'il s'endormit pour la sieste, elle lui ôta sa bague d'argent.","Mba bo tshob ndùlala, Anta lo’ mfi’ nebèn la’ bo. Kà mbène, a bét Mamadou tà mà tswhèt, ngelañ a nô nsi nzi là, Anta sô kwa se.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00113,anta_and_mamadou,26,,"À son réveil, Mamadou ne pouvait plus apercevoir les génies ni leurs villages. Il essaya de suivre le chemin qui menait chez Anta, en vain. Le village avait disparu.","Ngelañ a bam num miaglo là, Mamadou ke bèn nku’ni neyen ba nziag mba ntañla’ sube. A lo’ mànze z’a tshwèt nèn la’ ba Anta là, nda’ndù a ke yen sàm ju. Tañla’ bi nsi.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00114,anta_and_mamadou,27,,"Un beau jour, Anta revint dans le village de Mamadou. Elle trouva celui-ci endormi, et le réveilla. Il s'écria :","A be ta’ lé’, Anta mbèn nse’ tañla’ Mamadou. A tèl i, a nke nzi, a mbam i num miaglo. Mamadou tô ntshob ndù:",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00115,anta_and_mamadou,28,,« Anta ? ! D'où viens-tu ?,« Anta ! o tum à yà?,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00116,anta_and_mamadou,29,,— Je viens de mon village.,Me tum à la’ bag.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00117,anta_and_mamadou,30,,— Ce n'est pas vrai ! Vous l'avez tous quitté!,A b’a tatte ! bin nèn njoñ zin fa!,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00118,anta_and_mamadou,31,,— Non. Nous l'habitons toujours.,Nga. Bag ke’ à mà bwe.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00119,anta_and_mamadou,32,,— Alors pourquoi ne vivons-nous plus comme autrefois?,"A be ndùlà, ke z’a ghù bag wù ke bèn netswe mba mbwe à?",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00120,anta_and_mamadou,33,,— C'est qu'à présent notre mariage est rompu de par ma volonté!,A b’a nummbe me bagde yag nandà,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00121,anta_and_mamadou,34,,— Pourquoi l'as-tu rompu ?,Ke z’a ghù o bagde yag nandà à ?,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00122,anta_and_mamadou,35,,"— Parce que tu n'as pas tenu ta promesse ! Quand tu m'as demandé de devenir ta femme, ne t'ai-je pas déclaré qu'il me serait difficile de le rester parce que, vous autres humains, vous vous emportez, vous mentez et vous bavardez à tort et à travers ?","Nummbe o bagde nka’ni z’o na’ mbù là ! Ngelañ z’o na’ mbètt’àm nandà là, me tshob wù mbe a’ ta me netswe nzwi o nummbe, bin benntùn nyiañtu, bin num nja ntù neshu, bin num tatte mbèn nke ntshobte mba ndùke lo. Ke ju ze me na’ tshob wù là ké ?",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00123,anta_and_mamadou,36,,— Et quand donc me suis-je emporté ? En quoi ai-je menti ? Pourquoi dis-tu que j'ai été bavard ?,Me ya ntù à se ? Me tatt’à ndùke ? Numke o tshob mbe me tshobte neshu à ?,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00124,anta_and_mamadou,37,,— Tu as eu la langue trop pendue.,O tshobte neshu,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00125,anta_and_mamadou,38,,— Mais à quel propos ? Dis-le-moi enfin!,Ke ze me tshob à ? tshob me ju’u !,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00126,anta_and_mamadou,39,,"— Souviens-toi du jour où ton grenier de mil fut consumé, où ton cheval est mort et ton grand taureau est tombé dans le puits.","Kwimde lé’ ze kàndà ngefet so na’ ndo’ mbwôg là, nyàmdiañ so kwù, mba nyàmna’ so gwù ntùm tôntse là.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00127,anta_and_mamadou,40,,"Tout cela, je ne l'ignorais pas ! Mais je suis partie pour ne plus revenir, car j'ai entendu ta mère se plaindre de moi, ce qui est la preuve que tu lui as révélé notre secret et que tu as trahi ta promesse.","Me na’ lèn njoñ i fa. Là, me nèn ke bèn kô nebène, nummbe me na’ ju’ màan nke kua’ nke ntshobte num àm. Yenni nke nda’de mbe, o soñ i ju ze bag wù na’ ntshobte ntùm tsham nà, o bagde nka’ni o na’ mbù là.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00128,anta_and_mamadou,41,,"Je vais te raconter ce qui s'est réellement passé : j'étais restée près de toi jusqu'à l'aube. Azraël, l'ange de la mort aux bras parsemés d'yeux et portant un arbre sur la tête, est venu.","M’a’ tshob wù kua’ ju z’a na’ ntôg là : me na’ tswe bañ o kà njù làn. Azraël, angél vù z’a ghù miag njoñ ndù’ fa num mbu mi là, z’a num nket ta’tù num tu i là, na’ se’e.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00129,anta_and_mamadou,42,,"Il voulait s'emparer de toi. Je l'ai repoussé et rejeté sur ton grenier de mil, qui a brûlé. Il a essayé alors d'emporter ta mère. Je l'ai jeté sur le cheval, qui s'est effondré sous son poids.","A na’ nke nkô nelo’ o. Me ta’ i, ntèn i num kàndà ngefet so, a lo’ mwbôg. A kô nelo màan. Me tèn i a gwù num nyàmdiañ so, nyàmdiañ ke ku’ni neket let angél vù, a kwù.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00130,anta_and_mamadou,43,,"Il s'est néanmoins entêté à rester, prêt à se venger sur ta sœur. Et moi, une troisième fois, je l'ai combattu et repoussé. Il est tombé sur le taureau, qui mourut en basculant dans le puits.","A tatu ke kô nenène, ndiag neyagde mba’, nzwi mvèl o ze mènnzwi. Num yoñ i mbatte tat, me zwe bo yi ntèn i, a gwù num nyàmna’, nyàmna’ gwù ntùm tôntse nkwù.",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00131,anta_and_mamadou,44,,"Si je t'avais laissé mourir, ainsi que ta mère et ta sœur, que serait devenue ta maison ? Elle aurait été perdue!","A be ze me na’ fañ i a zwi o là, nzwi màan mba mvèl o ze mènnzwi là, mba so ba’ b’a ke sènni à? Mb’a bi !",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00132,anta_and_mamadou,45,,"Et si vous êtes tous encore en vie, ce fut grâce à l'incendie du grenier de mil, à la mort du cheval et à celle du taureau!","A be ze bin ke’ tù là, mb’a b’a nummbe kàndà ngefet lo’ mbwôge, nyàmdiañ kwù, mba nyàmna’ kwù !",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00133,anta_and_mamadou,46,,"Ne vaut-il pas mieux que les choses se soient passées ainsi ? Tu m'as trahie, mais avant de te quitter pour toujours, je devais te révéler la vérité. »","Mb’a tôg à ndùlala a ke’ bwô ké? O bagde yu nka’ni, nda’ndù a lo mbwô ndù me tshob nenùn wù kà nèn yoñ yoñ ntshù’. »",Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00134,anta_and_mamadou,47,,Et Anta s'en alla. Jamais Mamadou ne la revit.,Anta nèn. Mamadou ke bèn to’ yen i.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
ss_00135,who_can_help_me,1,,Qui peut m'aider à mettre cette charge sur ma tête ? wù ze b’a ywimd’àm nete lèt lé num tu àm à?,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00136,who_can_help_me,2,,"Il était une fois une femme enceinte qui était allée chercher du bois sec. A na’ mbe ta’ lé’, ta’ mènnzwi jùm nèn diag ntshwèn z’a jum nà.",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00137,who_can_help_me,3,,"Lorsqu'elle eut rassemblé la quantité voulue, elle n'eut personne pour l'aider à poser la charge sur sa tête. Ngelañ z’a miagde netswétte njoñ z’a ku’ num i là, sàm mèn ke be z’a ywimd’é nete num tu i là.",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00138,who_can_help_me,4,,Alors elle appela Ndùlà a tshob ndù :,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00139,who_can_help_me,5,,"- Quelle créature de la forêt, pourrait m'aider à mettre cette charge sur ma tête ? Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00140,who_can_help_me,6,,Le margouillat se présenta. La femme lui dit : Nko’ bolibagbag se’. Mènnzwi tshob yi ndù :,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00141,who_can_help_me,7,,"- Ôte-toi de là, tu ne peux pas ! Lo mve làà, b’o ke kele!",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00142,who_can_help_me,8,,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? répéta-t-elle. A bèn mbètte ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00143,who_can_help_me,9,,Le lézard vint. Elle lui dit : Meto’ bolibagbag se’. A tshob yi ndù :,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00144,who_can_help_me,10,,"=- Ôte-toi de là, tu ne peux pas!Lo mve làà, b’o ke kele.",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00145,who_can_help_me,11,,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? dit-elle encore. . A bèn ntshob ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
ss_00146,who_can_help_me,12,,"Le lion vint. Elle lui dit : Ngwayit se’, a tshob yi ndù :",,Francais_2 traduit (1).docx,,,needs_manual_alignment,Paragraph appears to mix French and Médumba; manual alignment required before import as bilingual passage.
